  0.10	0.00	tagon
 157.20	0.74	call
 159.10	0.61	call
 160.37	0.88	call
 161.28	0.66	call
 163.49	0.51	call
 561.38	0.85	call
 562.67	0.55	call
 566.27	1.98	call
 578.39	0.71	call
 596.52	0.64	call
 597.71	0.64	call
 635.20	0.68	call
 635.86	2.22	call
 636.13	1.03	call
 641.46	1.46	call
 643.00	1.43	call
 1477.10	0.76	call
 1516.41	1.40	call
 1573.70	0.10	startclick
 1645.10	1.70	buzz
 1692.69	1.29	call
 1805.90	3.00	buzz
 1825.83	1.32	call
 1833.80	1.16	call
 1837.18	1.27	call
 1840.20	0.10	endclick
 1840.92	1.27	call
 1854.65	1.77	call
 1856.87	0.58	call
 1857.49	1.13	call
 1859.97	1.04	call
 1862.01	0.50	call
 1864.99	1.40	call
 1867.48	1.38	call
 1870.07	1.29	call
 1873.59	0.53	call
 1899.80	1.32	call
 1906.78	1.30	call
 1909.68	1.30	call
 1913.44	1.25	call
 1914.84	0.82	call
 1922.20	1.48	call
 1924.95	0.87	call
 1928.19	0.85	call
 1929.01	0.55	call
 1932.16	0.61	call
 1938.27	1.29	call
 1943.74	1.14	call
 1945.89	0.76	call
 1951.50	0.53	call
 1978.56	0.82	call
 1988.99	0.77	call
 1999.22	0.82	call
 2001.85	0.71	call
 2004.49	0.69	call
 2031.59	0.64	call
 2054.63	0.50	call
 2092.50	1.09	call
 2096.25	1.13	call
 2110.99	1.06	call
 2113.30	0.10	startclick
 2116.16	0.96	call
 2121.95	1.29	call
 2126.71	1.45	call
 2128.93	1.08	call
 2136.16	1.00	call
 2140.00	0.50	call
 2140.98	1.16	call
 2146.47	1.04	call
 2164.65	0.66	call
 2174.29	1.78	call
 2176.29	0.61	call
 2176.93	0.96	call
 2178.76	0.59	call
 2182.51	1.37	call
 2185.05	0.77	call
 2187.52	0.74	call
 2189.35	0.61	call
 2192.59	0.76	call
 2194.82	1.06	call
 2213.58	1.46	call
 2218.58	0.48	call
 2219.03	0.82	call
 2221.28	0.96	call
 2226.22	1.46	call
 2228.88	1.22	call
 2235.75	1.03	call
 2245.35	1.09	call
 2252.29	1.08	call
 2274.68	0.59	call
 2317.40	1.00	buzz
 2358.80	2.40	buzz
 2399.90	1.10	buzz
 2401.94	0.34	call
 2406.10	5.10	buzz
 2414.70	1.53	call
 2423.36	1.32	call
 2440.00	2.20	buzz
 2448.91	1.23	call
