 718.11	0.00	tagon
 758.41	1.12	call
 760.55	0.97	call
 773.91	0.72	call
 782.00	0.98	call
 785.94	1.02	call
 795.23	1.03	call
 804.90	1.00	call
 816.33	0.84	call
 821.94	0.98	call
 837.01	0.98	call
 838.64	0.95	call
 845.58	1.06	call
 847.34	1.06	call
 863.80	0.77	call
 864.45	1.31	call
 869.09	0.86	call
 873.45	1.33	call
 877.36	0.75	call
 878.42	1.20	call
 879.76	1.55	call
 882.39	0.83	call
 883.45	0.92	call
 960.41	0.72	call
 973.98	1.02	call
 975.70	0.53	call
 976.78	0.70	call
 1049.22	0.73	call
 1050.73	1.34	call
 1053.64	0.94	call
 1076.08	1.56	call
 1078.41	1.27	call
 1079.92	1.52	call
 1084.42	1.64	call
 1086.33	1.61	call
 1088.69	1.41	call
 1091.20	1.56	call
 1093.59	1.72	call
 1095.90	1.75	call
 1098.22	1.67	call
 1100.84	1.50	call
 1104.80	1.11	call
 1106.39	1.44	call
 1108.81	1.37	call
 1111.53	1.56	call
 1114.08	1.36	call
 1116.56	1.23	call
 1119.67	1.44	call
 1122.30	1.56	call
 1124.94	1.61	call
 1163.25	0.95	call
 1167.00	1.02	call
 1169.55	1.39	call
 1171.45	1.42	call
 1175.80	0.64	call
 1181.56	1.33	call
 1184.25	0.86	call
 1244.62	0.73	call
 1246.51	0.81	call
 1250.73	1.03	call
 1294.84	1.12	call
 1297.33	2.00	call
 1300.23	0.56	call
 1301.94	1.11	call
 1306.19	1.33	call
 1309.70	0.95	call
 1369.39	0.95	call
 1372.89	2.03	call
 1375.26	1.66	call
 1377.22	2.00	call
 1379.31	3.03	call
 1453.25	1.09	call
 1454.28	1.02	call
 1465.19	0.58	call
 1466.20	1.34	call
 1468.69	0.58	call
 1470.78	0.53	call
 1474.90	0.47	call
 1475.78	0.59	call
 1476.39	0.41	call
 1476.75	0.48	call
 1478.89	0.48	call
 1479.80	0.56	call
 1480.34	0.44	call
 1481.91	0.44	call
 1482.72	0.44	call
 1483.25	0.48	call
 1485.76	0.53	call
 1486.84	0.50	call
 1488.92	0.50	call
 1489.62	0.45	call
 1492.40	0.47	call
 1494.67	0.50	call
 1505.84	0.59	call
 1506.81	0.58	call
 1511.33	0.48	call
 1512.34	0.52	call
 1515.50	0.62	call
 1523.84	0.94	call
 1525.83	0.73	call
 1526.83	0.53	call
 1527.48	0.64	call
 1528.25	1.00	call
 1532.03	0.72	call
 1541.95	0.75	call
 1544.89	0.58	call
 1545.59	0.73	call
 1546.19	0.48	call
 1546.75	0.75	call
 1590.09	0.81	call
 1622.45	0.91	call
 1635.39	0.94	call
 1649.81	0.92	call
 1652.31	1.00	call
 1653.42	0.89	call
 1657.09	0.87	call
 1659.86	0.98	call
 1702.58	0.98	call
 1704.15	0.80	call
 1705.44	0.92	call
 1722.89	1.92	call
 1745.41	0.48	call
 1746.84	0.50	call
 1747.34	0.75	call
