 81.02	0.83	call
 86.12	0.88	call
 348.52	0.38	call
 352.84	0.39	call
 360.18	0.57	call
 362.97	1.26	call
 366.82	1.60	call
 370.78	1.29	call
 375.31	1.37	call
 382.12	1.44	call
 390.92	1.28	call
 397.06	0.88	call
 406.03	1.00	call
 421.96	0.83	call
 444.53	0.80	call
 456.35	1.11	call
 465.52	1.08	call
 479.01	0.96	call
 490.85	1.18	call
 493.92	1.23	call
 499.71	1.21	call
 502.26	0.87	call
 506.33	0.90	call
 511.34	0.77	call
 516.20	0.90	bicall
 526.32	0.74	call
 535.43	0.65	call
 572.71	0.70	call
 600.13	0.96	call
 610.60	0.98	call
 615.64	0.64	call
 644.41	0.90	bicall
 712.07	0.62	call
 733.70	0.83	bicall
 739.56	0.84	bicall
 837.64	0.85	call
 863.22	0.38	minibuzz
 865.33	0.33	minibuzz
 867.73	0.29	minibuzz
 871.91	0.31	minibuzz
 873.71	0.34	minibuzz
 876.20	0.34	minibuzz
 1070.11	0.43	call
 1071.45	0.62	call
 1561.51	0.79	call
 1573.90	0.54	call
 1574.90	0.70	call
 1576.63	0.69	call
 1674.30	0.51	call
 1677.53	0.93	call
 1678.72	0.74	call
 1682.36	0.79	call
 1690.26	0.65	call
 1695.77	0.69	call
 1700.15	1.93	call
 1702.47	0.88	call
 1705.32	0.92	call
 1707.92	1.77	call
 1713.68	1.75	call
 1721.78	1.90	call
 1724.23	0.92	call
 1726.42	1.41	call
 1731.83	1.60	call
 1743.11	1.52	call
 1746.48	0.57	call
 1760.08	0.80	call
 1814.25	0.62	call
 1817.06	1.01	call
 1820.50	1.31	call
 2036.15	1.29	call
 2041.29	1.26	call
 2047.49	1.28	call
 2053.35	1.42	call
 2057.09	1.16	call
 2060.99	1.52	call
 2065.23	1.42	call
 2067.65	1.13	call
 2541.41	0.85	call
 2542.34	0.69	call
 2543.34	0.95	call
 2544.97	0.79	call
 2545.86	0.83	call
 2546.89	0.83	call
 2548.59	0.80	call
 2549.37	0.70	call
 2551.34	1.20	call
 2553.14	0.34	call
 2554.39	0.93	call
 2555.53	1.24	call
 2557.61	1.93	call
 2559.65	0.98	call
 2560.78	1.73	call
 2563.01	0.83	call
 2563.97	1.59	call
 2578.67	0.72	call
 2581.44	0.82	call
 2914.81	0.83	bicall
 2919.32	0.98	bicall
 2926.08	1.01	bicall
 2934.40	0.88	bicall
 2969.61	0.92	call
 2973.75	0.79	call
 2979.36	0.95	call
 2981.52	1.08	call
 2983.45	1.14	call
 3061.53	0.87	call
 3439.69	0.79	call
 3444.38	0.74	call
 3448.75	0.87	call
 3454.29	0.82	call
 3481.59	0.62	call
 4357.24	0.96	call
 4358.71	0.54	call
 4362.10	0.49	call
 4364.73	0.52	call
 4365.14	0.82	call
 4371.36	0.44	call
 4371.69	0.67	call
 4373.23	0.47	call
 4374.86	0.39	call
 4376.12	0.39	call
 4376.50	0.47	call
 4379.44	0.65	call
 4381.42	0.43	call
 4381.85	1.29	call
 4383.24	0.52	call
 4384.26	0.77	call
 4385.57	0.79	call
 4386.31	0.52	call
 4564.61	0.72	call
 4569.29	1.19	call
 4572.29	0.94	call
 4778.93	0.72	call
 4792.09	0.59	call
 4798.55	0.85	call
 4816.65	0.95	call
 4824.71	0.61	call
 4830.71	0.82	call
 4834.30	0.88	call
 4836.18	1.59	call
 4847.48	0.88	call
 4851.37	0.74	call
 4863.38	0.59	call
 4873.47	0.87	call
 4875.88	0.82	call
 4881.20	0.90	call
 4889.46	0.64	call
 4900.22	0.67	call
 4918.45	0.77	call
 4921.76	0.83	call
 4976.35	0.93	call
 4980.41	0.87	call
 4990.72	0.77	call
 4993.98	0.82	call
 5016.20	1.41	call
 5026.56	0.75	call
 5035.26	0.72	call
 5056.35	1.26	call
 5185.87	1.08	call
 5189.97	1.24	call
 5197.26	0.85	call
 5232.67	1.18	call
 5243.90	1.19	call
 5257.73	0.77	call
 5342.70	0.72	call
 5437.40	0.74	bicall
 5450.91	0.98	bicall
 5479.43	0.82	bicall
 5490.63	0.87	bicall
 5493.16	0.87	bicall
 5501.91	0.77	bicall
 5503.87	0.62	bicall
 5511.11	0.70	bicall
 5542.80	0.52	call
 5547.81	0.65	bicall
 5625.09	0.88	call
 5634.43	0.75	bicall
 5662.21	0.74	call
 5710.04	0.95	call
 5733.56	0.83	call
 5793.07	0.80	call
 5802.90	0.93	call
 5880.43	1.34	call
 5897.07	1.39	call
 5903.07	1.31	call
 5943.99	1.05	call
 5946.51	1.59	call
 5951.14	1.23	call
 5959.09	1.46	call
 5994.17	1.32	call
 6021.20	1.01	call
 6097.50	0.87	bicall
 6114.06	0.80	bicall
 6131.70	0.62	call
 6202.31	0.65	call
 6209.09	0.79	call
 6235.00	1.24	call
 6237.83	1.29	call
 6301.63	1.01	call
 6304.39	1.52	call
 6673.65	1.01	call
 6915.00	0.0	tagoff
