  3.23	1.12	call
  6.57	1.48	call
 18.70	0.48	call
 285.32	0.59	call
 310.75	0.69	call
 449.33	0.65	call
 458.01	0.64	call
 459.22	0.43	call
 460.56	0.63	call
 470.25	0.45	call
 471.89	0.53	call
 497.56	0.59	call
 546.86	0.76	call
 548.84	0.63	call
 689.25	0.52	call
 840.67	0.64	call
 1055.80	0.80	call
 1246.51	1.08	call
 1257.72	1.09	call
 1500.05	0.89	call
 1505.87	0.77	call
 1518.37	0.68	call
 1558.07	0.92	call
 1636.90	1.18	call
 1639.21	1.20	call
 1679.24	0.80	call
 1744.94	0.95	call
 1766.09	0.92	call
 1773.45	0.97	call
 1778.53	0.87	call
 1782.06	0.90	call
 1898.10	1.44	call
 1919.12	0.91	call
 1971.83	2.56	call
 1978.14	0.63	call
 2263.16	0.84	call
 2267.06	0.90	call
 2270.32	0.95	call
 2278.46	0.70	call
 2282.30	1.04	call
 2611.77	0.63	call
 2801.38	0.84	call
 8114.35	0.12	minibuzz
 8116.14	0.13	minibuzz
 8158.72	0.66	call
 8166.80	0.52	call
 8174.30	0.10	startclick
 8177.39	0.17	minibuzz
 8191.52	0.20	minibuzz
 8200.68	0.11	minibuzz
 8201.79	0.25	minibuzz
 8218.44	0.25	minibuzz
 8229.66	0.11	minibuzz
 8231.08	0.13	minibuzz
 8238.97	0.18	minibuzz
 8255.95	0.13	minibuzz
 8260.58	0.15	minibuzz
 8264.36	0.18	minibuzz
 8285.61	0.17	minibuzz
 8311.93	0.44	call
 8317.68	0.52	call
 8443.60	1.50	buzz
 8451.00	1.90	buzz
 8611.60	1.20	buzz
 8640.80	1.00	buzz
 8647.00	1.50	buzz
 8654.50	1.20	buzz
 8746.60	1.90	buzz
 8804.00	1.70	buzz
 8822.80	1.60	buzz
 8825.50	2.10	buzz
 8830.20	2.60	buzz
 8852.86	0.26	call
 8875.67	0.20	call
 8879.73	0.20	call
 8890.20	0.10	endclick
 8946.27	0.94	call
 9329.65	0.15	minibuzz
 9337.60	0.44	call
 9453.02	0.75	bicall
 9463.90	0.10	startclick
 9466.45	0.25	minibuzz
 9482.29	0.20	minibuzz
 9541.05	0.45	call
 9555.81	0.36	call
 9566.77	0.50	call
 9567.80	0.46	call
 9573.77	0.54	call
 9604.25	0.52	call
 9607.16	0.37	call
 9616.97	0.63	call
 9729.30	3.00	buzz
 9752.70	1.70	buzz
 9757.80	2.50	buzz
 9785.70	0.37	call
 9828.80	2.60	buzz
 9876.40	1.90	buzz
 9886.55	0.50	call
 9889.72	0.58	call
 9894.12	0.50	call
 9909.72	0.45	call
 9965.30	0.80	buzz
 9967.00	0.80	buzz
 9975.80	1.30	buzz
 9992.00	1.20	buzz
 10000.80	1.40	buzz
 10011.70	1.80	buzz
 10042.70	1.30	buzz
 10066.80	1.40	buzz
 10085.07	0.29	call
 10100.20	1.70	buzz
 10115.50	1.30	buzz
 10117.18	0.28	call
 10153.70	0.10	endclick
 10181.39	0.37	call
 10209.54	0.33	call
 10209.94	0.21	minibuzz
 10236.28	0.50	call
 10291.28	0.74	call
 10305.94	0.62	call
 10314.91	0.36	call
 10315.56	0.41	call
 10332.40	0.48	call
 10333.22	0.48	call
 10334.12	1.41	call
 10337.34	1.07	call
 10340.00	0.29	call
 10345.82	0.81	call
 10349.08	0.66	call
 10351.29	0.65	call
 10353.39	1.68	call
 10354.92	0.82	call
 10356.11	0.62	call
 10356.67	0.42	call
 10358.58	0.74	call
 10360.72	0.62	call
 10361.52	0.55	call
 10362.33	0.90	call
 10363.29	0.81	call
 10364.34	1.04	call
 10367.71	0.50	call
 10368.35	0.58	call
 10375.12	0.98	call
 10381.69	0.91	call
 10644.08	0.69	call
 10657.23	0.79	call
 10664.91	0.36	call
 10666.68	0.50	call
 10681.67	1.12	call
 10684.66	0.75	call
 10689.72	1.20	call
 10699.83	0.52	call
 10709.96	0.95	call
 10720.59	1.19	call
 10733.89	0.96	call
 10760.01	0.74	call
 10761.07	0.82	call
 10773.45	0.79	call
 10774.25	0.66	call
 10826.99	1.16	call
 10827.66	1.15	call
 10833.98	1.31	call
 11004.50	0.10	startclick
 11053.72	0.55	call
 11149.10	2.80	buzz
 11155.60	1.10	buzz
 11212.40	1.70	buzz
 11234.20	4.20	buzz
 11267.50	0.90	buzz
 11275.00	2.90	buzz
 11413.36	0.53	call
 11416.69	0.54	call
 11426.80	1.20	buzz
 11429.46	0.45	call
 11431.02	0.20	minibuzz
 11433.34	0.26	minibuzz
 11436.55	0.46	call
 11438.65	0.41	call
 11439.04	0.18	minibuzz
 11441.17	0.29	call
 11444.82	0.47	call
 11447.21	0.62	call
 11453.98	0.49	call
 11464.80	0.50	call
 11479.34	0.53	call
 11502.60	0.49	call
 11523.99	0.43	call
 11551.10	1.20	buzz
 11564.00	2.50	buzz
 11578.00	1.10	buzz
 11583.60	1.30	buzz
 11585.50	2.00	buzz
 11603.30	1.40	buzz
 11614.40	1.20	buzz
 11640.50	1.10	buzz
 11646.20	1.30	buzz
 11647.90	0.18	minibuzz
 11649.90	0.22	minibuzz
 11650.84	0.41	call
 11651.94	0.13	minibuzz
 11657.10	1.10	buzz
 11664.32	0.25	minibuzz
 11667.12	0.54	call
 11672.85	0.40	call
 11685.14	0.52	call
 11694.31	0.38	call
 11699.71	0.32	call
 11700.88	0.24	call
 11702.90	2.00	buzz
 11711.70	1.60	buzz
 11713.86	0.40	call
 11718.38	0.74	call
 11738.92	0.62	call
 11753.06	0.57	call
 11758.10	1.10	buzz
 11761.76	0.46	call
 11762.41	0.34	call
 11768.92	0.54	call
 11781.84	0.32	minibuzz
 11785.29	0.46	call
 11791.19	0.41	call
 11795.80	0.60	call
 11797.58	0.41	call
 11809.62	0.52	call
 11812.40	0.10	endclick
 11812.59	0.50	call
 11817.24	0.50	call
 11825.44	0.46	call
 11832.38	0.46	call
 11832.97	0.41	call
 11839.21	0.47	call
 11842.93	0.49	call
 11849.64	0.35	call
 11851.37	0.50	call
 11859.32	0.35	call
 11868.96	0.41	call
 11872.30	0.84	call
 11879.64	0.52	call
 11886.31	1.03	call
 11897.12	0.77	call
 11903.58	0.46	call
 11911.33	1.09	call
 11916.82	0.85	call
 11922.94	0.77	call
 11924.29	0.91	call
 11926.49	0.63	call
 11937.32	0.65	call
 11938.01	0.71	call
 11939.66	0.41	call
 11940.13	0.91	call
 11944.46	0.93	call
 11945.57	0.91	call
 11946.96	0.57	call
 11952.25	0.99	call
 11956.84	0.46	call
 11957.34	0.63	call
 11957.73	0.56	call
 11958.37	0.90	call
 11959.84	0.91	call
 11961.07	0.84	call
 11964.45	0.87	call
 11968.03	0.60	call
 11972.12	0.57	call
 11972.99	0.77	call
 11974.09	0.56	call
 11992.20	0.87	call
 11993.30	0.91	call
 12004.64	0.69	call
 12007.45	1.06	call
 12023.78	0.52	call
 12024.25	0.62	call
 12024.60	0.74	call
 12053.94	0.54	call
 12056.84	0.54	call
 12093.76	0.41	call
 12095.04	0.59	call
 12113.21	0.90	call
 12114.86	0.82	call
 12127.09	0.74	call
 12132.77	0.53	call
 12134.09	0.53	call
 12159.75	0.59	call
 12160.24	0.68	call
 12166.69	0.41	call
 12167.78	0.49	call
 12182.73	0.29	call
 12188.15	0.47	call
 12204.42	0.62	call
 12249.37	0.69	call
 12271.82	0.62	call
 12274.69	1.10	call
 12302.91	0.82	call
 12376.31	0.81	call
 12377.74	0.65	call
 12395.43	0.47	call
 12397.73	0.93	call
 12499.48	0.71	call
 12500.72	0.56	call
 12506.05	0.54	call
 12509.05	0.65	call
 12511.98	0.84	call
 12512.93	0.56	call
 12513.92	0.50	call
 12520.55	0.69	call
 12536.33	0.65	call
