 866.84	0.00	tagon
 867.27	0.86	call
 868.92	1.17	call
 870.90	1.07	call
 890.78	0.91	call
 991.74	0.64	call
 996.08	0.74	call
 1011.20	0.53	call
 1038.82	0.55	call
 1042.62	1.12	call
 1043.82	0.86	call
 1062.61	0.86	call
 1073.39	1.22	call
 1101.24	0.52	call
 1103.55	0.79	call
 1106.83	0.49	call
 1108.51	1.25	call
 1280.19	0.90	call
 1394.59	0.55	call
 1399.02	0.98	call
 1403.11	0.91	call
 1408.10	0.00	startclick
 1424.98	0.83	call
 1434.64	0.96	call
 1440.25	1.00	call
 1453.97	0.26	minibuzz
 1454.90	0.57	call
 1455.56	0.64	call
 1456.54	1.03	call
 1709.83	0.38	minibuzz
 1712.38	0.66	call
 1737.62	0.99	call
 1798.55	1.02	call
 1809.29	1.09	call
 1816.43	1.11	call
 1825.75	1.13	call
 1848.28	1.09	call
 1853.79	1.17	call
 1871.34	1.17	call
 1891.54	1.09	call
 1928.97	1.02	call
 1933.08	0.72	call
 1934.20	1.15	call
 1968.24	0.23	call
 1979.95	1.02	call
 1998.33	1.11	call
 2018.10	0.10	endclick
 2038.48	1.11	call
 2039.54	0.23	call
 2065.08	0.66	call
 2069.01	0.87	call
 2071.54	0.66	call
 2073.97	0.82	call
 2075.55	0.92	call
 2083.84	0.95	call
 2091.39	0.70	call
 2092.14	0.52	call
 2094.95	0.90	call
 2252.41	0.60	call
 2264.80	0.10	startclick
 2266.80	0.64	call
 2271.84	0.78	call
 2274.33	0.64	call
 2276.37	0.57	call
 2308.03	0.56	call
 2399.88	1.00	call
 2461.48	1.07	call
 2478.36	1.08	call
 2501.88	1.20	call
 2581.00	0.10	endclick
 2662.80	0.99	call
 2665.20	1.08	call
 2669.23	1.22	call
 2671.66	1.24	call
 2674.56	0.87	call
 2677.04	0.99	call
 2680.84	1.05	call
 2682.63	1.07	call
 2683.83	0.85	call
 2685.11	0.96	call
 2689.60	1.00	call
 2691.01	0.76	call
 2829.50	0.42	call
 2832.40	0.33	call
 2836.52	0.43	call
 2839.24	0.42	call
 2842.80	0.47	call
 2847.49	0.43	call
 2849.20	0.10	startclick
 2850.41	1.61	call
 2854.36	1.68	call
 2857.99	1.88	call
 2863.15	2.04	call
 2867.81	1.99	call
 2875.00	0.57	call
 2875.90	1.16	call
 2881.42	0.82	call
 2908.37	1.00	call
 2914.57	0.96	call
 2928.85	1.30	call
 3206.05	0.60	call
 3224.74	1.11	call
 3267.82	1.15	call
 3275.90	1.17	call
 3295.15	1.16	call
 3304.52	1.08	call
 3311.68	1.09	call
 3321.47	1.16	call
 3328.38	1.21	call
 3334.66	0.87	call
 3336.28	1.08	call
 3394.68	1.04	call
 3399.50	1.11	call
 3419.65	1.08	call
 3494.40	0.10	endclick
 3532.74	0.77	call
 3830.40	0.00	startclick
 3849.87	0.49	call
 4036.70	3.00	buzz
 4109.50	2.80	buzz
 4149.70	3.60	buzz
 4166.40	2.40	buzz
 4188.00	3.30	buzz
 4219.50	2.30	buzz
 4233.50	2.80	buzz
 4249.40	2.80	buzz
 4260.30	3.90	buzz
 4270.00	1.60	buzz
 4284.80	0.90	buzz
 4310.30	1.50	buzz
 4319.50	1.70	buzz
 4331.10	1.10	buzz
 4337.60	2.40	buzz
